#"INDEX","LOCATION","STATE","SEVERITY","NAME","DATE/TIME","USER","NOTES"
"33","Slot 1","Clearing","Cleared","Demodulator not locked","Thu 09-Jul-2015  00:16:32.0 (GMT-06:00)","SYS",""
"34","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 09-Jul-2015  00:16:32.2 (GMT-06:00)","SYS",""
"35","Slot 1","Raising","Critical","Traffic path down","Thu 09-Jul-2015  00:16:32.8 (GMT-06:00)","SYS",""
"36","Slot 1","Clearing","Cleared","Traffic path down","Thu 09-Jul-2015  00:16:33.8 (GMT-06:00)","SYS",""
"37","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 09-Jul-2015  00:16:42.2 (GMT-06:00)","SYS",""
"38","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 09-Jul-2015  00:37:27.3 (GMT-06:00)","SYS",""
"39","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 09-Jul-2015  00:37:36.3 (GMT-06:00)","SYS",""
"40","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 09-Jul-2015  00:37:46.3 (GMT-06:00)","SYS",""
"41","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 09-Jul-2015  00:37:55.3 (GMT-06:00)","SYS",""
"42","Slot 1","Raising","Major","Demodulator not locked","Thu 09-Jul-2015  00:56:17.6 (GMT-06:00)","SYS",""
"43","Slot 1","Clearing","Cleared","Demodulator not locked","Thu 09-Jul-2015  00:56:18.2 (GMT-06:00)","SYS",""
"44","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 09-Jul-2015  00:56:19.3 (GMT-06:00)","SYS",""
"45","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 09-Jul-2015  00:56:28.3 (GMT-06:00)","SYS",""
"46","Slot 1","Raising","Major","Demodulator not locked","Thu 09-Jul-2015  02:13:39.1 (GMT-06:00)","SYS",""
"47","Slot 1","Clearing","Cleared","Demodulator not locked","Thu 09-Jul-2015  02:13:39.3 (GMT-06:00)","SYS",""
"48","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 09-Jul-2015  02:13:39.3 (GMT-06:00)","SYS",""
"49","Slot 1","Raising","Critical","Traffic path down","Thu 09-Jul-2015  02:13:39.6 (GMT-06:00)","SYS",""
"50","Slot 1","Clearing","Cleared","Traffic path down","Thu 09-Jul-2015  02:13:40.6 (GMT-06:00)","SYS",""
"51","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 09-Jul-2015  02:13:49.3 (GMT-06:00)","SYS",""
"52","Slot 1","Raising","Major","Demodulator not locked","Thu 09-Jul-2015  11:00:21.3 (GMT-06:00)","SYS",""
"53","Slot 1","Clearing","Cleared","Demodulator not locked","Thu 09-Jul-2015  11:00:21.5 (GMT-06:00)","SYS",""
"54","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 09-Jul-2015  11:00:22.3 (GMT-06:00)","SYS",""
"55","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 09-Jul-2015  11:00:31.3 (GMT-06:00)","SYS",""
"56","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 09-Jul-2015  12:05:43.3 (GMT-06:00)","SYS",""
"57","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 09-Jul-2015  12:05:52.3 (GMT-06:00)","SYS",""
"58","Slot 1","Raising","Major","Demodulator not locked","Thu 09-Jul-2015  12:35:01.4 (GMT-06:00)","SYS",""
"59","Slot 1","Clearing","Cleared","Demodulator not locked","Thu 09-Jul-2015  12:35:01.8 (GMT-06:00)","SYS",""
"60","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 09-Jul-2015  12:35:02.3 (GMT-06:00)","SYS",""
"61","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 09-Jul-2015  12:35:11.2 (GMT-06:00)","SYS",""
"62","Slot 1","Raising","Major","Demodulator not locked","Thu 09-Jul-2015  12:42:16.7 (GMT-06:00)","SYS",""
"63","Slot 1","Raising","Critical","Traffic path down","Thu 09-Jul-2015  12:42:17.1 (GMT-06:00)","SYS",""
"64","Slot 1","Raising","Warning","10-3 BER threshold exceeded","Thu 09-Jul-2015  12:42:17.3 (GMT-06:00)","SYS",""
"65","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 09-Jul-2015  12:42:17.3 (GMT-06:00)","SYS",""
"66","Slot 1","Clearing","Cleared","Demodulator not locked","Thu 09-Jul-2015  12:42:17.3 (GMT-06:00)","SYS",""
"67","Slot 1","Clearing","Cleared","Traffic path down","Thu 09-Jul-2015  12:42:19.3 (GMT-06:00)","SYS",""
"68","Slot 1","Clearing","Cleared","10-3 BER threshold exceeded","Thu 09-Jul-2015  12:42:19.3 (GMT-06:00)","SYS",""
"69","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 09-Jul-2015  12:42:27.3 (GMT-06:00)","SYS",""
"70","Slot 1","Raising","Major","Demodulator not locked","Thu 09-Jul-2015  13:01:45.5 (GMT-06:00)","SYS",""
"71","Slot 1","Clearing","Cleared","Demodulator not locked","Thu 09-Jul-2015  13:01:45.9 (GMT-06:00)","SYS",""
"72","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 09-Jul-2015  13:01:46.3 (GMT-06:00)","SYS",""
"73","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 09-Jul-2015  13:01:55.3 (GMT-06:00)","SYS",""
"74","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 09-Jul-2015  13:50:22.3 (GMT-06:00)","SYS",""
"75","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 09-Jul-2015  13:50:31.3 (GMT-06:00)","SYS",""
"76","Slot 1","Raising","Major","Demodulator not locked","Thu 09-Jul-2015  14:07:47.8 (GMT-06:00)","SYS",""
"77","Slot 3","Raising","Major","DPP channel link down","Thu 09-Jul-2015  14:07:47.8 (GMT-06:00)","SYS",""
"78","Slot 1","Clearing","Cleared","Demodulator not locked","Thu 09-Jul-2015  14:07:48.2 (GMT-06:00)","SYS",""
"79","Slot 1","Raising","Major","Demodulator not locked","Thu 09-Jul-2015  14:07:48.4 (GMT-06:00)","SYS",""
"80","Slot 1","Clearing","Cleared","Demodulator not locked","Thu 09-Jul-2015  14:07:48.6 (GMT-06:00)","SYS",""
"81","Slot 3","Clearing","Cleared","DPP channel link down","Thu 09-Jul-2015  14:07:48.8 (GMT-06:00)","SYS",""
"82","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 09-Jul-2015  14:07:49.3 (GMT-06:00)","SYS",""
"83","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 09-Jul-2015  14:07:58.3 (GMT-06:00)","SYS",""
"84","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 09-Jul-2015  14:38:10.3 (GMT-06:00)","SYS",""
"85","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 09-Jul-2015  14:38:19.2 (GMT-06:00)","SYS",""
"86","Slot 1","Raising","Major","Demodulator not locked","Thu 09-Jul-2015  15:43:06.1 (GMT-06:00)","SYS",""
"87","Slot 3","Raising","Major","DPP channel link down","Thu 09-Jul-2015  15:43:06.2 (GMT-06:00)","SYS",""
"88","Slot 1","Raising","Critical","Traffic path down","Thu 09-Jul-2015  15:43:06.3 (GMT-06:00)","SYS",""
"89","Slot 1","Raising","Warning","10-3 BER threshold exceeded","Thu 09-Jul-2015  15:43:06.3 (GMT-06:00)","SYS",""
"90","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 09-Jul-2015  15:43:06.3 (GMT-06:00)","SYS",""
"91","Slot 1","Clearing","Cleared","Demodulator not locked","Thu 09-Jul-2015  15:43:06.5 (GMT-06:00)","SYS",""
"92","Slot 3","Clearing","Cleared","DPP channel link down","Thu 09-Jul-2015  15:43:07.2 (GMT-06:00)","SYS",""
"93","Slot 1","Clearing","Cleared","Traffic path down","Thu 09-Jul-2015  15:43:08.2 (GMT-06:00)","SYS",""
"94","Slot 1","Clearing","Cleared","10-3 BER threshold exceeded","Thu 09-Jul-2015  15:43:08.2 (GMT-06:00)","SYS",""
"95","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 09-Jul-2015  15:43:16.3 (GMT-06:00)","SYS",""
"96","Slot 1","Raising","Major","Demodulator not locked","Thu 09-Jul-2015  16:28:49.5 (GMT-06:00)","SYS",""
"97","Slot 3","Raising","Major","DPP channel link down","Thu 09-Jul-2015  16:28:49.7 (GMT-06:00)","SYS",""
"98","Slot 1","Raising","Critical","Traffic path down","Thu 09-Jul-2015  16:28:50.3 (GMT-06:00)","SYS",""
"99","Slot 1","Raising","Warning","10-3 BER threshold exceeded","Thu 09-Jul-2015  16:28:50.3 (GMT-06:00)","SYS",""
"100","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 09-Jul-2015  16:28:50.3 (GMT-06:00)","SYS",""
"101","Slot 1","Clearing","Cleared","Demodulator not locked","Thu 09-Jul-2015  16:28:50.3 (GMT-06:00)","SYS",""
"102","Slot 3","Clearing","Cleared","DPP channel link down","Thu 09-Jul-2015  16:28:50.7 (GMT-06:00)","SYS",""
"103","Slot 1","Clearing","Cleared","Traffic path down","Thu 09-Jul-2015  16:28:52.2 (GMT-06:00)","SYS",""
"104","Slot 1","Clearing","Cleared","10-3 BER threshold exceeded","Thu 09-Jul-2015  16:28:52.2 (GMT-06:00)","SYS",""
"105","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 09-Jul-2015  16:29:00.2 (GMT-06:00)","SYS",""
"106","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 09-Jul-2015  16:40:31.2 (GMT-06:00)","SYS",""
"107","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 09-Jul-2015  16:40:40.3 (GMT-06:00)","SYS",""
"108","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 09-Jul-2015  17:03:45.3 (GMT-06:00)","SYS",""
"109","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 09-Jul-2015  17:03:54.3 (GMT-06:00)","SYS",""
"110","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 09-Jul-2015  17:56:50.2 (GMT-06:00)","SYS",""
"111","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 09-Jul-2015  17:56:59.3 (GMT-06:00)","SYS",""
"112","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 09-Jul-2015  17:57:37.3 (GMT-06:00)","SYS",""
"113","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 09-Jul-2015  17:57:46.2 (GMT-06:00)","SYS",""
"114","Slot 1","Raising","Major","Demodulator not locked","Thu 09-Jul-2015  20:39:47.9 (GMT-06:00)","SYS",""
"115","Slot 1","Clearing","Cleared","Demodulator not locked","Thu 09-Jul-2015  20:39:48.1 (GMT-06:00)","SYS",""
"116","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 09-Jul-2015  20:39:49.2 (GMT-06:00)","SYS",""
"117","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 09-Jul-2015  20:39:58.3 (GMT-06:00)","SYS",""
"118","Slot 3","Raising","Major","DPP channel link down","Thu 09-Jul-2015  21:31:04.9 (GMT-06:00)","SYS",""
"119","Slot 1","Raising","Major","Demodulator not locked","Thu 09-Jul-2015  21:31:05.0 (GMT-06:00)","SYS",""
"120","Slot 1","Raising","Critical","Traffic path down","Thu 09-Jul-2015  21:31:05.3 (GMT-06:00)","SYS",""
"121","Slot 1","Raising","Warning","10-3 BER threshold exceeded","Thu 09-Jul-2015  21:31:05.3 (GMT-06:00)","SYS",""
"122","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 09-Jul-2015  21:31:05.3 (GMT-06:00)","SYS",""
"123","Slot 1","Clearing","Cleared","Demodulator not locked","Thu 09-Jul-2015  21:31:05.8 (GMT-06:00)","SYS",""
"124","Slot 3","Clearing","Cleared","DPP channel link down","Thu 09-Jul-2015  21:31:05.9 (GMT-06:00)","SYS",""
"125","Slot 1","Clearing","Cleared","Traffic path down","Thu 09-Jul-2015  21:31:07.3 (GMT-06:00)","SYS",""
"126","Slot 1","Clearing","Cleared","10-3 BER threshold exceeded","Thu 09-Jul-2015  21:31:07.3 (GMT-06:00)","SYS",""
"127","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 09-Jul-2015  21:31:16.2 (GMT-06:00)","SYS",""
"128","Slot 1","Raising","Major","Demodulator not locked","Thu 09-Jul-2015  22:50:18.2 (GMT-06:00)","SYS",""
"129","Slot 1","Raising","Critical","Traffic path down","Thu 09-Jul-2015  22:50:18.2 (GMT-06:00)","SYS",""
"130","Slot 1","Raising","Warning","10-3 BER threshold exceeded","Thu 09-Jul-2015  22:50:18.2 (GMT-06:00)","SYS",""
"131","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 09-Jul-2015  22:50:18.2 (GMT-06:00)","SYS",""
"132","Slot 1","Clearing","Cleared","Demodulator not locked","Thu 09-Jul-2015  22:50:18.4 (GMT-06:00)","SYS",""
"133","Slot 1","Clearing","Cleared","Traffic path down","Thu 09-Jul-2015  22:50:20.2 (GMT-06:00)","SYS",""
"134","Slot 1","Clearing","Cleared","10-3 BER threshold exceeded","Thu 09-Jul-2015  22:50:20.2 (GMT-06:00)","SYS",""
"135","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 09-Jul-2015  22:50:28.3 (GMT-06:00)","SYS",""
"136","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Fri 10-Jul-2015  15:53:35.2 (GMT-06:00)","SYS",""
"137","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Fri 10-Jul-2015  15:53:44.2 (GMT-06:00)","SYS",""
"138","Slot 1","Raising","Major","Demodulator not locked","Fri 10-Jul-2015  18:14:00.4 (GMT-06:00)","SYS",""
"139","Slot 1","Clearing","Cleared","Demodulator not locked","Fri 10-Jul-2015  18:14:00.6 (GMT-06:00)","SYS",""
"140","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Fri 10-Jul-2015  18:14:01.3 (GMT-06:00)","SYS",""
"141","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Fri 10-Jul-2015  18:14:10.2 (GMT-06:00)","SYS",""
"142","Slot 3","Raising","Major","DPP channel link down","Sat 11-Jul-2015  02:16:22.5 (GMT-06:00)","SYS",""
"143","Slot 1","Raising","Major","Demodulator not locked","Sat 11-Jul-2015  02:16:22.5 (GMT-06:00)","SYS",""
"144","Slot 1","Clearing","Cleared","Demodulator not locked","Sat 11-Jul-2015  02:16:22.9 (GMT-06:00)","SYS",""
"145","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Sat 11-Jul-2015  02:16:23.2 (GMT-06:00)","SYS",""
"146","Slot 3","Clearing","Cleared","DPP channel link down","Sat 11-Jul-2015  02:16:23.5 (GMT-06:00)","SYS",""
"147","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Sat 11-Jul-2015  02:16:32.2 (GMT-06:00)","SYS",""
"148","Slot 1","Raising","Major","Demodulator not locked","Sat 11-Jul-2015  13:40:54.2 (GMT-06:00)","SYS",""
"149","Slot 1","Raising","Critical","Traffic path down","Sat 11-Jul-2015  13:40:54.2 (GMT-06:00)","SYS",""
"150","Slot 1","Raising","Warning","10-3 BER threshold exceeded","Sat 11-Jul-2015  13:40:54.2 (GMT-06:00)","SYS",""
"151","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Sat 11-Jul-2015  13:40:54.2 (GMT-06:00)","SYS",""
"152","Slot 1","Clearing","Cleared","Demodulator not locked","Sat 11-Jul-2015  13:40:54.4 (GMT-06:00)","SYS",""
"153","Slot 1","Clearing","Cleared","Traffic path down","Sat 11-Jul-2015  13:40:56.3 (GMT-06:00)","SYS",""
"154","Slot 1","Clearing","Cleared","10-3 BER threshold exceeded","Sat 11-Jul-2015  13:40:57.3 (GMT-06:00)","SYS",""
"155","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Sat 11-Jul-2015  13:41:05.2 (GMT-06:00)","SYS",""
"156","Slot 1","None","Informational","ATPC max power for 15 minutes","Sat 11-Jul-2015  19:16:56.1 (GMT-06:00)","SYS",""
"157","Slot 1","Raising","Major","Demodulator not locked","Sun 12-Jul-2015  21:09:44.0 (GMT-06:00)","SYS",""
"158","Slot 1","Raising","Critical","Traffic path down","Sun 12-Jul-2015  21:09:44.3 (GMT-06:00)","SYS",""
"159","Slot 1","Raising","Warning","10-3 BER threshold exceeded","Sun 12-Jul-2015  21:09:44.3 (GMT-06:00)","SYS",""
"160","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Sun 12-Jul-2015  21:09:44.3 (GMT-06:00)","SYS",""
"161","Slot 1","Clearing","Cleared","Demodulator not locked","Sun 12-Jul-2015  21:09:44.5 (GMT-06:00)","SYS",""
"162","Slot 1","Clearing","Cleared","Traffic path down","Sun 12-Jul-2015  21:09:46.2 (GMT-06:00)","SYS",""
"163","Slot 1","Clearing","Cleared","10-3 BER threshold exceeded","Sun 12-Jul-2015  21:09:47.3 (GMT-06:00)","SYS",""
"164","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Sun 12-Jul-2015  21:09:53.3 (GMT-06:00)","SYS",""
"165","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Mon 13-Jul-2015  16:03:10.3 (GMT-06:00)","SYS",""
"166","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Mon 13-Jul-2015  16:03:19.3 (GMT-06:00)","SYS",""
"167","Slot 1","Raising","Major","Demodulator not locked","Mon 13-Jul-2015  19:48:02.5 (GMT-06:00)","SYS",""
"168","Slot 1","Clearing","Cleared","Demodulator not locked","Mon 13-Jul-2015  19:48:02.9 (GMT-06:00)","SYS",""
"169","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Mon 13-Jul-2015  19:48:04.3 (GMT-06:00)","SYS",""
"170","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Mon 13-Jul-2015  19:48:13.3 (GMT-06:00)","SYS",""
"171","Slot 1","Raising","Major","Demodulator not locked","Tue 14-Jul-2015  15:53:08.5 (GMT-06:00)","SYS",""
"172","Slot 1","Clearing","Cleared","Demodulator not locked","Tue 14-Jul-2015  15:53:08.7 (GMT-06:00)","SYS",""
"173","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Tue 14-Jul-2015  15:53:09.3 (GMT-06:00)","SYS",""
"174","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Tue 14-Jul-2015  15:53:18.3 (GMT-06:00)","SYS",""
"175","Slot 1","Raising","Major","Demodulator not locked","Wed 15-Jul-2015  16:01:41.7 (GMT-06:00)","SYS",""
"176","Slot 1","Clearing","Cleared","Demodulator not locked","Wed 15-Jul-2015  16:01:41.9 (GMT-06:00)","SYS",""
"177","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Wed 15-Jul-2015  16:01:42.3 (GMT-06:00)","SYS",""
"178","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Wed 15-Jul-2015  16:01:52.3 (GMT-06:00)","SYS",""
"179","Slot 1","Raising","Major","Demodulator not locked","Wed 15-Jul-2015  22:39:06.3 (GMT-06:00)","SYS",""
"180","Slot 1","Clearing","Cleared","Demodulator not locked","Wed 15-Jul-2015  22:39:06.5 (GMT-06:00)","SYS",""
"181","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Wed 15-Jul-2015  22:39:07.3 (GMT-06:00)","SYS",""
"182","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Wed 15-Jul-2015  22:39:16.3 (GMT-06:00)","SYS",""
"183","Slot 1","Raising","Major","Demodulator not locked","Thu 16-Jul-2015  19:06:00.0 (GMT-06:00)","SYS",""
"184","Slot 1","Raising","Critical","Traffic path down","Thu 16-Jul-2015  19:06:00.1 (GMT-06:00)","SYS",""
"185","Slot 1","Clearing","Cleared","Demodulator not locked","Thu 16-Jul-2015  19:06:00.2 (GMT-06:00)","SYS",""
"186","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 16-Jul-2015  19:06:00.3 (GMT-06:00)","SYS",""
"187","Slot 1","Clearing","Cleared","Traffic path down","Thu 16-Jul-2015  19:06:02.5 (GMT-06:00)","SYS",""
"188","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 16-Jul-2015  19:06:11.3 (GMT-06:00)","SYS",""
"189","Slot 3","Raising","Major","DPP channel link down","Thu 16-Jul-2015  23:52:57.1 (GMT-06:00)","SYS",""
"190","Slot 1","Raising","Major","Demodulator not locked","Thu 16-Jul-2015  23:52:57.1 (GMT-06:00)","SYS",""
"191","Slot 1","Raising","Critical","Traffic path down","Thu 16-Jul-2015  23:52:57.3 (GMT-06:00)","SYS",""
"192","Slot 1","Raising","Warning","10-3 BER threshold exceeded","Thu 16-Jul-2015  23:52:57.3 (GMT-06:00)","SYS",""
"193","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 16-Jul-2015  23:52:57.3 (GMT-06:00)","SYS",""
"194","Slot 1","Clearing","Cleared","Demodulator not locked","Thu 16-Jul-2015  23:52:57.9 (GMT-06:00)","SYS",""
"195","Slot 3","Clearing","Cleared","DPP channel link down","Thu 16-Jul-2015  23:52:58.1 (GMT-06:00)","SYS",""
"196","Slot 1","Clearing","Cleared","Traffic path down","Thu 16-Jul-2015  23:52:59.3 (GMT-06:00)","SYS",""
"197","Slot 1","Clearing","Cleared","10-3 BER threshold exceeded","Thu 16-Jul-2015  23:52:59.3 (GMT-06:00)","SYS",""
"198","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 16-Jul-2015  23:53:07.3 (GMT-06:00)","SYS",""
"199","Slot 1","Raising","Major","Demodulator not locked","Fri 17-Jul-2015  00:57:30.8 (GMT-06:00)","SYS",""
"200","Slot 1","Clearing","Cleared","Demodulator not locked","Fri 17-Jul-2015  00:57:31.0 (GMT-06:00)","SYS",""
"201","Slot 1","Raising","Critical","Traffic path down","Fri 17-Jul-2015  00:57:31.1 (GMT-06:00)","SYS",""
"202","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Fri 17-Jul-2015  00:57:31.3 (GMT-06:00)","SYS",""
"203","Slot 1","Clearing","Cleared","Traffic path down","Fri 17-Jul-2015  00:57:33.2 (GMT-06:00)","SYS",""
"204","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Fri 17-Jul-2015  00:57:40.3 (GMT-06:00)","SYS",""
"205","Slot 1","Raising","Major","Demodulator not locked","Fri 17-Jul-2015  01:04:21.7 (GMT-06:00)","SYS",""
"206","Slot 1","Clearing","Cleared","Demodulator not locked","Fri 17-Jul-2015  01:04:21.9 (GMT-06:00)","SYS",""
"207","Slot 1","Raising","Major","Demodulator not locked","Fri 17-Jul-2015  01:04:22.1 (GMT-06:00)","SYS",""
"208","Slot 1","Raising","Critical","Traffic path down","Fri 17-Jul-2015  01:04:22.2 (GMT-06:00)","SYS",""
"209","Slot 1","Raising","Warning","10-3 BER threshold exceeded","Fri 17-Jul-2015  01:04:22.3 (GMT-06:00)","SYS",""
"210","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Fri 17-Jul-2015  01:04:22.3 (GMT-06:00)","SYS",""
